https://headlines.yahoo.co.jp/hl?a=20181004-00000002-famitsu-game,『リーグ・オブ・レジェンド』世界大会“Worlds 2018”が3日目が終了、日本代表のDFMはラウンド2へ進出!!,文・取材：堤教授2018年10月1日より開幕した『リーグ・オブ・レジェンド』世界大会“League of Legends World Championship”（通称、Worlds）。大会初日を1-1のスコアで折り返した日本代表チーム・Detonation Focus Me（DFM）は、大会3日目でふたたびKabuM! e-sports（ブラジルリーグ1位）、Cloud9（北米リーグ3位）と激突しました。本日のDFM1試合目の相手は、KabuM! e-sports。DFMは、Yutapon選手がヴェインをピックして会場を沸かせたものの、ヴェル＝コズでの射程外からの攻撃に耐えきれず終始押される展開に。Steal選手がバロンスティールする場面もありましたが、10000ゴールド以上のお金の差は覆せず敗北。2試合目は、初日に逆転を許した北米リーグの強豪チーム、Cloud9。ここでCloud9に勝利すれば、グループ内2位が確定し、ラウンド2へと進めます。しかし、負けてしまうと1勝3敗となり、同じく1勝3敗のKabuM! e-sportsとラウンド2への勝ち抜けをかけた試合（タイブレーク）を行うことになります。DFMは序盤こそ不利を背負ってはいたものの、Evi選手やSteal選手の奇襲をきっかけにして盛り返し、金額差は五分に。このまま逆転……、とはいかず自陣付近の集団戦で負けてしまい、そのまま敗北となってしまいました。KabuM! e-sportsとのタイブレークへともつれ込むことになりました。Cloud9との試合の後、すぐにKabuM! e-sportsタイブレークがスタート。アーゴットをピックしたEvi選手が序盤から大暴れし、各所の戦いで相手チームを圧倒。20分経つやいなやすぐにバロンを倒し、そのままなだれ込むように襲いかかりネクサスを破壊！ 念願のプレイインステージのラウンド2へ!!このあと、簡単なインタビューを行える予定なので、なるべく早くお届けします！
https://headlines.yahoo.co.jp/hl?a=20181004-00000001-famitsu-game,『ロックマン11 運命の歯車!!』 新要素“ダブルギアシステム”が攻略のカギ。初心者も熟練者も必読のプレイガイド,文・撮影：市塚正人カプコンから2018年10月4日（木）に発売されたシリーズ最新作『ロックマン11 運命の歯車!!』（以下、『11』）。プレイステーション4、Nintendo Switch、Xbox One、PC（Steam）の4ハードで発売される本作がどんなゲームなのか知りたい方や、これからプレイする方のために、本作のプレイガイドをお届けする。初心者もコアなファンも納得のおもしろさが味わえる！『ロックマン』シリーズと言えば、やりがいのある高難度で有名なタイトル。「難しいのは苦手」と尻込みしてしまう人もいるかもしれない。でも、そんな人もご安心を。本作は初心者でも楽しめるような調整が行われているのだ。選べる難易度は“NEWCOMER”、“ADVANCED”、“ORIGINAL SPEC.”、“EXPERT”の4つ。シリーズを初めて遊ぶ人やアクションが苦手な人は、“NEWCOMER”がオススメ。この難度は、穴への落下やトゲに触れた際、即死しなくなるので、かなり気軽に遊べるのだ。一方、シリーズ経験者やアクションが得意という人は、“ORIGINAL SPEC.”を選ぶと歯応えバツグンの『ロックマン』が味わえるだろう。ちなみに難易度は、一度選択するとそのセーブデータでは変更できない。本作は、これまでのシリーズに負けず劣らずの歯応えを誇るので、まずは、“NEWCOMER”や“ADVANCED”で『11』の世界観と雰囲気を体感してから“ORIGINAL SPEC.”、そして“EXPERT”をプレイするといい。ボスを倒す順番はプレイヤー次第！もちろん特殊武器の相性も健在だ！『ロックマン』シリーズと言えば8体のボスがおなじみ。今回も新たな8体のボスがロックマンの行く手を阻む。倒す順番は、指定されないので、倒せそうな見た目のボスから挑戦していくといい。ちなみに、筆者は、左上のブロックマンから逆時計まわりにボスを倒していった。ボスを倒すと、そのボスの力を有した特殊武器を得られる。武器によっては、特定のボスに大ダメージを与えることができ、それを推理しながら攻略していくのも『ロックマン』シリーズの醍醐味のひとつだ。とはいえ、どのボスにどの特殊武器が有利なのかは、実際に使ってみないとわからない。攻略のカギは、新要素“ダブルギアシステム”を使いこなすこと！ダブルギアシステムとは、本作で追加された新要素で、スピードギアとパワーギアのふたつを切り換えてパワーアップするロックマンの新たな力だ。スピードギアは、機動力アップで、相対的にロックマンの周囲が遅く見える力だ。敵の攻撃を寸前で回避したり、落下物などの速度を遅くして確実に突破したりと、あらゆる局面で活躍する。パワーギアは、ロックバスターの手数強化や特殊武器の強化といった攻撃に特化した効果が発動。体力の高い中ボスを素早く撃破するときや群れる敵を一掃するときに便利だ。本システムは、ゲーム開始時から自由に使えて、ボタンひとつでギアのオンオフが可能。自分の好きな場面で発動できるので、“危ないと思ったらとりあえずスピードギア”というプレイスタイルもありだ。慣れないうちは、スピードギアの汎用性の高さに驚かされるかもしれないが、慣れてくるとパワーギアの重要性が高まってくる。なぜかというと、パワーギアの発動中のチャージショットがべらぼうに強い！とにかく強い！体力の高いザコ敵を一瞬で蹴散らすことができるうえ、中ボスやボス戦でもダメージを稼げるので、敵の動きを把握している場合は、パワーギアを軸に戦いを進めていくとステージとボスの攻略がスピーディーになるだろう。ただし、ギアを一定発動し続けるとオーバーヒートして、しばらくのあいだギアを発動できなくなる。発動中は、ロックマンの頭上に表示されるギアゲージに注意しながら各ギアを使い分けよう。さらに、ロックマンの体力が残りわずかになると、ダブルギアが発動できる。これは、スピードギアとパワーギアを同時に発動し、さらに、“ファイナルチャージショット”を放てるというもの。ある意味“最強のギア”なのだが、ほかのギアと違って途中解除は不可。つまり、必ず強制的にオーバーヒートしてしまうのだ。しかも、ダブルギア発動後のオーバーヒート中は各ギアが発動できないのに加え、ロックバスターの性能が低下する。圧倒的な力を発揮できるが、マイナスの効果も大きいため、まさに諸刃の剣だ。中ボスやボスに追い込まれたときに起死回生を狙って発動するのがベストだろう。ライト博士の研究所もかなり重要！ライト博士の研究所では、ステージの道中や敵を撃破したときに得られるネジでアイテムを製造できる。1UPやE缶といった消費型アイテムに加え、 ロックマンの強化パーツも製造可能。強化パーツは、ロックマンに装備することで効果を発揮し、自由に着脱ができるので、攻略するステージに応じて付け換えるといい。氷の上でも滑りにくくなる“スパイクブーツ”や、自動でロックバスターを溜める“オートチャージチップ”など、多彩な強化パーツがあり、プレイスタイルに応じてさまざまな選択が可能。筆者がとくに便利だと感じたのが、“バスタープラスチップ”。これは、ロックバスターの弾が少し大きくなり、敵に当たりやすくなるパーツだ。筆者はチャージショットよりもロックバスターを連射するタイプなので、このパーツは何かと重宝した。このように自分に適したパーツを製造して、攻略していけるのが、ライト博士の研究所の強みだ。やり込み要素満載のチャレンジで己の腕を磨け！各ステージをさまざまなルールで攻略する“チャレンジ”。クリアーまでの時間を競う“タイムアタック”や、青い風船だけを破壊して進む変り種“バルーンアタック”など、多彩なルールが用意されており、本編とは違った楽しみがある。これらのチャレンジは、本編のステージをクリアーするごとに解放されていくので、小まめにチェックするといい。また、チャレンジの記録は、世界中のプレイヤーと競えるので、本編そっちのけで最高記録を狙うというのもアリ。さらに、リプレイデータをアップロードして自分のプレイを世界中に配信、またはランキング上位者のリプレイデータで立ち回りを勉強することも可能だ。ちなみに、ゲームの雰囲気やダブルギアシステムといった要素は、好評配信中の体験版でも触れられる。気になる人は、Nintendo Switch、プレイステーション4、Xbox Oneでダウンロードして新たな『ロックマン』を実感してみてはいかがだろうか。
https://headlines.yahoo.co.jp/hl?a=20181004-00000001-gamespav-game,Sci-Fi 3Dスペースシューター『Subdivision Infinity DX』発表！―宇宙で採掘や賞金稼ぎ,オーストラリアのBlowfish Studiosは、Sci-Fi 3Dスペースシューター『Subdivision Infinity DX』を発表しました。大きな写真で詳しく見るiOS/Androidで2017年に配信された『Subdivision Infinity』のデラックス版となる本作は、アーケードスタイルのゲームプレイと早いペースのドッグファイト、ダイナミックなボス戦を特徴とする3D SFシューティングゲーム。宇宙の5つのセクターに広がる40以上のミッションを備えています。敵対する宇宙船の撃墜、主力艦の破壊、小惑星からの鉱物採掘、賞金首を倒すことでの賞金稼ぎ、新しい宇宙船の設計図の探索などが可能とされています。「Unreal Engine 4」を用いて開発されている『Subdivision Infinity DX』は、Steamおよび海外PS4/Xbox One/ニンテンドースイッチにて2019年初頭に発売予定です。
https://headlines.yahoo.co.jp/hl?a=20181003-00000017-gamespav-game,近未来を舞台にド派手にカーチェイス！『Xenon Racer』発表―キセノンの力で最速を目指せ,パブリッシャーSOEDESCOおよびデベロッパー3DClouds.itは、新作レーシングゲーム『Xenon Racer』を海外PS4/Xbox One/ニンテンドースイッチ/PC向けに発表しました。それに併せてトレイラーも公開しています。大きな写真で詳しく見る本作は、2030年の東京やドバイといった都市を舞台に、最新の技術を搭載した電子カーで競い合うレースゲーム。登場する車両は、人工衛星等の軌道制御用エンジンにも用いられるキセノンガスを使用することで、爆発的な加速力を得ることができます。映像では、空に浮かぶ車やホログラムの広告に彩られた、近未来の東京が登場。その他にも森や海辺など、自然豊かなコースも存在するようです。レースシーンでは、キセノンガスの効果なのか青白い光と共に急加速する場面が確認でき、リアルなレースシム作品とは一線を画す、独特な雰囲気を放っています。なお、ゲームモード等の詳細は不明ですが、オンライン/ローカルマルチプレイに対応しているようです。『Xenon Racer』は、海外PS4/Xbox One/ニンテンドースイッチ/PC向けにリリース予定。発売日は未定です。なお、Steamページは日本語になっており、日本語対応の記載も確認できます。
https://headlines.yahoo.co.jp/hl?a=20181003-00000151-impress-game,【速報】「LoL」日本代表DFM、タイブレークを勝ち抜きプレイインノックアウトへ進出！,ライアットゲームズが開催中のPC用MOBA「League of Legends」の世界大会「2018 World Championship」において、日本代表として出場した「DetonatioN FocusMe」がタイブレークで「KABUM! E-SPORTS」を下し、プレイインノックアウトへと駒を進めた。【この記事に関する別の画像を見る】詳報は追ってお伝えする。 2018 Riot Games. All Rights Reserved.
https://headlines.yahoo.co.jp/hl?a=20181003-00000016-gamespav-game,学園を運営し、英雄を育て、冒険に派遣！『Valthirian Arc: Hero School Story』Steamにて配信開始,インドネシアのデベロッパーAgateは、アクションRPG『Valthirian Arc: Hero School Story』の配信を開始しました。大きな写真で詳しく見る本作は英雄候補を育てる学園を運営し、Valthiria国民が抱える問題を解決する為に生徒をクエストに就かせ冒険をさせる、シミュレーションとアクションRPG双方の要素を持つ作品です。始めに学園を建造し、生徒を各施設で学習させ、スキルツリーにより管理。卒業させることで騎士や魔法使いといった職業の英雄へと成長させることができます。また、クエストで獲得した材料やレシピにより武具を作成するクラフト要素も存在。1パーティ4人で行われる戦闘は、リアルタイムで進行するアクション要素を持つものとなっています。王国の行く末を左右するストーリーと、複数のエンディングが待つ『Valthirian Arc: Hero School Story』は、日本語にも対応し、Steamにて10月10日まで10％割引の1,368円で販売中。海外ではPS4/ニンテンドースイッチでも発売されています。
https://headlines.yahoo.co.jp/hl?a=20181003-00000015-gamespav-game,『World of Warships』プロデューサーに訊く―「潜水艦」が実装されるなら最初の国家はどこになる？,9月18日にリデザインされた空母と潜水艦が国内でも発表された、Wargamingのオンライン海戦ストラテジー『World of Warships』。新たに導入される要素について、エグゼクティブプロデューサーのアルトゥール・プロチェニック氏にインタビューを行いました。大きな写真で詳しく見るなお、本記事における質問の内容は、発表時に行われたQ＆Aと個別インタビューの2つをまとめています。――空母のリデザインと潜水艦の開発が始まった時期を教えてください。プロチェニック氏： 空母に関しては過去2年間、潜水艦に関してコンセプトという意味ではゲームの正式サービスが始まってから3年間ずっとですが、実際に作り始めたのはここ数カ月です。――もし潜水艦が実装されるとなれば、初めにどこの国家に追加されますか？プロチェニック氏： 日本とアメリカ、そしてドイツの3カ国です。――『World of Warships』がサービスを開始して3年ほど経過しましたが、ユーザーの反応はどのように変化しましたか？プロチェニック氏：一般化するのは正直難しく、プレイヤーの皆様は変更が加えられることを好みません。変更によっては非難が出たりしたこともあったのですが、一般的に『World of Warhisps』のコミュニティは非常に積極的に関わってくれる人たちで、我々もコミュニティに対して非常に積極的に関与しています。それらの変更に対してより詳しく、「こういう観点で変えました」ということを積極的にアピールしていることもあり、上手くいっていると思います。――2018年7月に実施された『World of Warships』コンソール版の先行テストの反応はどうでした？プロチェニック氏： ゲームのアップデートとは違って、まったく新しいものを出すとき最初は概して良い評価から始まります。プラットフォームは増えますし、選択肢が増えるという意味でも欧米でもアジア太平洋でも非常に評判が良く、アルファテストでも上々です。ただ今後、いろいろな機能が追加されているなかで、いくつか課題が生まれる可能性がありますね。――空母のリデザインには驚きです。RTS風なゲームデザインでは、必然的に同ジャンルに慣れた操作量が多いプレイヤーが有利になってしまっていましたよね。あまり触れてこなかった艦種だとしても、この変更には戸惑いを隠せませんでした。プロチェニック氏： RTSと戦術ゲームは、「どちらかが好き」という方が多いので、お互いの技術が行き来できないというのが問題です。他の艦艇クラスならだいたい操作性が同じなので本能的に対応できると思うのですが、どうしても空母だけは使い方が全く異なり気軽に遊べません。なので「少なくても操作性は同じにしなければならない」という認識は持っていました。――それが今回のリデザインに繋がったのですね。次は潜水艦について質問です。現状正式に導入するのかわからないとありますが、もし入るとしたら駆逐艦や巡洋艦に影響が現れますか？プロチェニック氏： 全ての相互作用が働いていますので、潜水艦だけ無敵というだけではなくリバランスされます。潜水艦はほとんど潜っていることから、艦隊と直接砲火を交えることはないため、その分のバランス調整は少ないです。ただ当然の事ながら水面に浮かべば砲撃戦に発展します。――潜水艦は潜り続けると圧壊してしまうことがあり得るのでしょうか？プロチェニック氏： 実際の潜水艦は大体200mほど潜れたので、200mが最深度ということになります。それがゲーム上での設定です。あくまで潜水艦は戦うための艦艇クラスであって、深く潜りすぎて圧壊するというのはゲームとして成立しないのもあって200mと設定しました。艦艇が島に当たってもダメージを受けないのと同じです。敵からダメージを受けるのはいいのですが、『World of Warships』は自然現象と闘うわけではないため、“深く潜りすぎてのダメージ”は避けています。――続けて“もし”の話になってしまいますが、潜水艦を正式実装するとしたら、どの潜水艦を出してみたいですか？プロチェニック氏： 今現時点では“これ”というものが無いのですが、個人的に見たことあるのはドイツとアメリカの潜水艦です。史実として話を聞いたことがあるのは航空機を積める日本の潜水艦（※伊四百型潜水艦が存在している）で、そういうものを導入できたらと思います。（筆者補足: プロチェニック氏は、ドイツのキールにあるドイツ海軍記念館に展示されているU995と、アメリカのサンフランシスコにある潜水艦USSパンパニートを実際に見に行ったと話した。またその2隻は開発チームも既に調査したとのこと。）――最後に、新たにリデザインされた空母、そして追加される潜水艦を楽しみにしているユーザーに向けてコメントをお願いします。プロチェニック氏： 海戦バトルゲームということで変わりはないのですが、いろいろな要素を追加していく予定です。対戦が好きなゲームプレイヤーにも満足してもらえるようになっています。――ありがとうございました。なお、9月18日に実施された国内向けプレスカンファレンスは、9月13日にロシアで行われたメディア向け発表会と同内容でした。ロシアでのライブプロデューサー、そして開発部長インタビューもあるのでこちらもどうぞ。ついに潜水艦がハロウィンイベントとしてテストされることになった、『World of Warships』の今後の展開にも注目です。
https://headlines.yahoo.co.jp/hl?a=20181003-00000012-isd-game,PS4版『無双 OROCHI3』発売後3日で販売本数10万本突破！,メディアクリエイトは、コーエーテクモゲームスのPS4向けタクティカルアクション『無双 OROCHI3』が10.1万本売り上げたと発表しました。この集計は本作の発売日である2018年9月27日より9月30日までのものでダウンロード版は売上に含まれません。（限定版は含む）また、ニンテンドースイッチ版は2.4万本売り上げており、PS4版と合わせると12.5万本売り上げた事になります。本作は、『無双』シリーズをはじめとしたコーエーテクモゲームス作品のキャラクターたちが集結するクロスオーバー作品。Steam版が2018年10月16日より配信されます。Media Create Co., Ltd. All Rights Reserved.
https://headlines.yahoo.co.jp/hl?a=20181003-00000014-gamespav-game,終末世界を生き抜くサバイバルRPG『Sheltered』に新ゲームモード「Stasis」が追加！―生存をかけて宇宙を目指せ,パブリッシャーTeam17およびデベロッパーUnicubeは、サバイバルRPG『Sheltered』に新しいゲームモード「Stasis」を追加したことを発表しました。大きな写真で詳しく見る本作は、核戦争によって崩壊した世界を家族で生き抜くRPG。今回配信されたアップデートでは、いくつかのバグ修正と共に新しいゲームモード「Stasis」が追加されました。プレイヤーはこのモードで、75日以内に地球を脱出するためロケットを建造し、その打ち上げを目指します。無事にロケットを打ち上げたり、家族が死亡したり、特定の状況になるとゲームが終了し、その結果によって8種類の異なる結末を迎えるマルチエンディング方式となっています。また新機能として、キャラクターの服装や色を変更できるワードローブや、アイテムを入れて持ち運べる「ビン」が追加。その他にもUIの改善など、アップデートによる変更点が多数存在します。詳細はこちらのパッチノート（英語）をご確認ください。『Sheltered』は、海外PS4/Xbox One/PC/iOS/Android向けに配信中。なおSteamでは今回のアップデートを記念して、2018年10月9日までの期間限定で、通常価格1,480円のところ、75％オフの370円で配信しています。
https://headlines.yahoo.co.jp/hl?a=20181003-00000013-gamespav-game,ステルスアクション『The Slater』「一部のキャラクターたちは映画の登場人物からインスパイア」【注目インディーミニ問答】,気になる新作インディーゲームの開発者にインタビューする本企画。今回は、Laina Interactive開発、PC向けに9月20日リリースされたステルスアクション『The Slater』開発者へのミニインタビューをお届けします。大きな写真で詳しく見る本作は、元警官の復讐劇を描くステルスアクション。ドラッグの捜査をしていた父は殺され、Mark Slaterはその死に関与した人間を一人一人暗殺していきます。ゲームは一人称視点で展開し、誰をどうやって暗殺するか、見張りをどうやってすりぬけるか、パズル的な要素も含まれています。記事執筆時点で日本語には未対応。『The Slater』は1,520円で配信中。――まずは自己紹介をお願いします。Alessandro Laina氏（以下Laina氏）：フィンランドのヘルシンキに住んでいるAlessandro Lainaです。ゲーム業界で10年ほど仕事をしており、本作は私が単独で開発した最初のプロジェクトとなります。――本作の開発はいつどのようにして始まったのでしょうか？Laina氏：本作の開発は3年前に趣味のプロジェクトとして始まりました。私一人でどれだけできるのか、試してみたかったのです。当初、現在のものほど巨大なプロジェクトになるはずではありませんでしたが、新たなものを学んでいく過程で、次第に大きくなってしまいました。――本作の特徴を教えてください。Laina氏：皆殺ししてはいけない暗殺ゲーム、と言うのはそれほど多くないのではないでしょうか。本作では、誰を暗殺するのか考える必要があり、その際に絶対見つかってはいけませんし、死体が見つかってもいけません。見つかれば、すぐに殺されてしまいます。また、一人称視点も新しさがあるのではないでしょうか。――本作が影響を受けた作品はありますか？Laina氏：本作は暗殺ゲームを中心に、数多くのゲームから多大な影響を受けています。カットシーンは映画からの影響が大きく、一部のキャラクターたちは映画の登場人物からインスパイアされています。本作のようなゲームを作る上で、他のゲームや映画から影響されないと言うのは無理でしょう。ゲームや映画は私のこれまでの人生における大きな部分ですし、たくさんの影響を受けて育ちました。――本作の日本語対応予定はありますか？Laina氏：残念ながら本作は英語にのみ対応しており、今後他の言語に翻訳されるかは現時点でわかりません。――最後に日本の読者にメッセージをお願いします。Laina氏：本作を購入していただいた皆さん、そして本作に興味を持ってくださった皆さん、ありがとうございます。もし興味を持っていただけたようでしたら、本作をご購入いただくことで、今後もゲーム開発を続けることができるでしょう。――ありがとうございました。
